Record Id,Unit No.,Bedrooms,Status,Unit Suite/  Internal Size (sq.ft),Balcony Size (sq.ft),Net Unit Size (sq.ft),Rate AED/ Sq.Ft,Selling price,Pre Launch Price,Floor Plan URL,Unit Inventory Owner.id,Unit Inventory Owner
zcrm_6686831000013407184,705,2 BR,Sold,1040,318,1357,1565,2360350,2124315,https://workdrive.zohoexternal.com/external/b88642a2e89e3effd1d24279e70ee57992b8dd56964de2d5a702fc20aef21b9b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407185,706,2 BR,Available,868.32,286.86,1155.18,1365,1734502.77,1576820.7,https://workdrive.zohoexternal.com/external/00e11841cdd9279325dde66e1683f3d058d89d6f7d6f8b3046f855d6256f1729/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407186,707,STUDIO,Booked - Pending Payment Confirmation,311.72,173.94,485.67,1620,865463.94,786785.4,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407187,708,STUDIO,Booked - Pending Payment Confirmation,311.62,173.94,485.56,1620,865267.92,786607.2,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407188,709,STUDIO,Booked - Pending Payment Confirmation,311.62,97.09,408.71,1790,804749.99,731590.9,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407189,710,STUDIO,Sold,313,93,406,1790,807788,727009,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407190,711,1 BR,Available,634.1,194.07,828.18,1365,1243512.27,1130465.7,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407191,712,1 BR,Blocked,622.8,179.22,802.02,1365,1204233.03,1094757.3,https://workdrive.zohoexternal.com/external/44f015e69ab511f208c3845d953ae02fe01ea48ccb05cf4f80e30a6f5cd21cab/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407192,713,2 BR,Available,909.98,725.7,1635.68,1265,2276048.72,2069135.2,https://workdrive.zohoexternal.com/external/679c4093bda67f5ea41983cc3ee06a13e03272b7c3e485e1f20086cadf01dda3/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407193,714,STUDIO,Sold,313,97,410,1790,815484,733936,https://workdrive.zohoexternal.com/external/a209e635b66d9c2671b1dcadec633ad3c8caad2b39e6a7ed7b0ada767ce1dde6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407194,715,1 BR,Sold,637,194,831,1365,1260243,1134219,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407195,716,1 BR,Booked - Pending Payment Confirmation,631,191,821,1365,1245623,1121061,https://workdrive.zohoexternal.com/external/0f3266281bc52fb1ca6f7c5c97286f856e3680d69535a86ffcdaa300d2e0dd48/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407196,717,2 BR,Available,1009.33,322.16,1331.5,1515,2218944.75,2017222.5,https://workdrive.zohoexternal.com/external/b88642a2e89e3effd1d24279e70ee57992b8dd56964de2d5a702fc20aef21b9b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407197,718,2 BR,Available,864.45,292.35,1156.8,1565,1991431.2,1810392,https://workdrive.zohoexternal.com/external/00e11841cdd9279325dde66e1683f3d058d89d6f7d6f8b3046f855d6256f1729/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407198,719,1 BR,Sold,643,200,843,1590,1489336,1340402,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407199,801,1 BR,Hold,638.08,196.98,835.06,1598,1467868.47,1334425.88,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407200,802,1 BR,Booked - Pending Payment Confirmation,637,194,831,1598,1475362,1327826,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407201,803,STUDIO,Booked - Pending Payment Confirmation,313,97,410,2048,933046,839741,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407202,804,2 BR,Available,867.25,687.06,1554.31,1523,2603935.54,2367214.13,https://workdrive.zohoexternal.com/external/b11e12c664fa0a0dd2fde14ca4de97d70ed709e2b5f21598b8e134f6eeecf35f/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407203,805,2 BR,Hold,1011.38,635.72,1647.09,1473,2668779.93,2426163.57,https://workdrive.zohoexternal.com/external/04ca3945e774f01c7b5dc94f15f33620352aa7735846001d7fd870b74dea5a97/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407204,806,1 BR,Blocked,626.78,193,819.78,1373,1238113.73,1125557.94,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407205,807,STUDIO,Booked - Pending Payment Confirmation,311.72,173.94,485.67,1628,869737.84,790670.76,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407206,808,STUDIO,Booked - Pending Payment Confirmation,311.62,173.94,485.56,1628,869540.85,790491.68,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407207,809,STUDIO,Booked - Pending Payment Confirmation,313,97,408.71,1798,819129,737216,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407208,810,STUDIO,Blocked,311.62,97.09,408.71,1798,808346.64,734860.58,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407209,811,1 BR,Hold,634.21,194.07,828.28,1373,1250951.28,1137228.44,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407210,812,1 BR,Available,650.79,178.68,829.47,1373,1252748.54,1138862.31,https://workdrive.zohoexternal.com/external/44f015e69ab511f208c3845d953ae02fe01ea48ccb05cf4f80e30a6f5cd21cab/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407211,813,1 BR,Available,603.86,141.55,745.4,1373,1125777.62,1023434.2,https://workdrive.zohoexternal.com/external/3dfc2cde57e71ff3e28d0b6526d68f6c29275e65fc425298480aa145201f1b6c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407212,814,1 BR,Blocked,631.2,193.97,825.16,1373,1246239.15,1132944.68,https://workdrive.zohoexternal.com/external/0e08cb3d1543503dcaab939480e89f86d7397f59c4dfaf639ca096acd45b7e98/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407213,815,1 BR,Sold,637,194,831,1373,1267630,1140867,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407214,816,2 BR,Available,864.56,703.96,1568.52,1348,2325801.46,2114364.96,https://workdrive.zohoexternal.com/external/e7e4f7728e63e9ed14fa5f0886d557211b90936799c777847c27cd1fc0e089ca/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407215,817,2 BR,Available,1009.98,623.45,1633.42,1523,2736468.53,2487698.66,https://workdrive.zohoexternal.com/external/04ca3945e774f01c7b5dc94f15f33620352aa7735846001d7fd870b74dea5a97/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407216,818,1 BR,Sold,630,191,821,1598,1457713,1311942,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407217,819,1 BR,Available,636.58,196.23,832.8,1598,1463895.84,1330814.4,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407218,901,1 BR,Blocked,638.08,196.98,835.06,1606,1475217,1341106.36,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407219,902,1 BR,Blocked,633.35,193.97,827.31,1606,1461525.85,1328659.86,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407220,903,STUDIO,Sold,313,97,410,2056,936668,843001,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407221,904,2 BR,Available,867.14,286.21,1153.35,1581,2005790.99,1823446.35,https://workdrive.zohoexternal.com/external/cfb6d55c6910dd119a460406084a88a9b3e0294768a8b4270d7b1ee855c61150/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407222,905,2 BR,Available,1011.59,323.56,1335.16,1531,2248542.96,2044129.96,https://workdrive.zohoexternal.com/external/abf89461183b7fdf94f164ff11cf84819c2d50697a35099257a74f712a6d57df/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407223,906,1 BR,Available,627.32,192.57,819.89,1381,1245494.9,1132268.09,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407224,907,STUDIO,Available,311.72,173.94,485.67,1636,874011.73,794556.12,https://workdrive.zohoexternal.com/external/2231d07b07e3642edc41cbd3a7630121390d09b399e422abe9d89f2e7add6c60/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407225,908,STUDIO,Booked - Pending Payment Confirmation,311.62,173.94,485.56,1636,873813.78,794376.16,https://workdrive.zohoexternal.com/external/2231d07b07e3642edc41cbd3a7630121390d09b399e422abe9d89f2e7add6c60/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407226,909,STUDIO,Booked - Pending Payment Confirmation,313,97,410,1806,822773,740496,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407227,910.,STUDIO,Booked - Pending Payment Confirmation,311.62,97.09,408.71,1806,811943.29,738130.26,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407228,911,1 BR,Available,634.1,194.07,828.18,1381,1258088.24,1143716.58,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407229,912,2 BR,Available,850.46,416.13,1266.59,1381,1924076.87,1749160.79,https://workdrive.zohoexternal.com/external/71e6409476c945a06972198a88a2a09f3f5d967883249b00dcec6b7e06798935/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407230,913,1 BR,Sold,633,155,788,1381,1209587,1088628,https://workdrive.zohoexternal.com/external/3045aca464a9765060aa8f88eba998866afce38099ecdab8b88ba86ad64a9a95/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407231,914,1 BR,Blocked,631.2,193.97,825.16,1381,1253500.56,1139545.96,https://workdrive.zohoexternal.com/external/0e08cb3d1543503dcaab939480e89f86d7397f59c4dfaf639ca096acd45b7e98/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407232,915,1 BR,Blocked,632.92,194.29,827.21,1381,1256614.71,1142377.01,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407233,916,2 BR,Sold,886,289,1175,1381,1803340,1623006,https://workdrive.zohoexternal.com/external/cfb6d55c6910dd119a460406084a88a9b3e0294768a8b4270d7b1ee855c61150/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407234,917,2 BR,Available,1006.75,323.02,1329.77,1581,2312603.01,2102366.37,https://workdrive.zohoexternal.com/external/abf89461183b7fdf94f164ff11cf84819c2d50697a35099257a74f712a6d57df/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407235,918,1 BR,Sold,630,191,822,1606,1466118,1319506,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407236,919,1 BR,Available,636.58,196.23,832.8,1606,1471224.48,1337476.8,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407237,1001,1 BR,Blocked,638.08,196.87,834.95,1614,1482370.23,1347609.3,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407238,1002,1 BR,Blocked,633.24,194.07,827.31,1614,1468806.17,1335278.34,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407239,1003,STUDIO,Booked - Pending Payment Confirmation,313,97,410,2064,940312,846281,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407240,1004,1 BR,Sold,636,192,828,1614,1485526,1336973,https://workdrive.zohoexternal.com/external/0f3266281bc52fb1ca6f7c5c97286f856e3680d69535a86ffcdaa300d2e0dd48/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407241,1005,2 BR,Available,1009.44,622.91,1632.35,1539,2763405.31,2512186.65,https://workdrive.zohoexternal.com/external/a001865668f6dc311f6468983f65b634051b9236cbe1a131e96482b4b6ed3a64/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407242,1006,2 BR,Available,868.22,700.19,1568.41,1364,2353242.36,2139311.24,https://workdrive.zohoexternal.com/external/60084b3c632b959428194ef9ceb50329ca016f57d9fa02d85e3cb7209bc266a3/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407243,1007,STUDIO,Available,311.72,173.94,485.66,1644,878267.54,798425.04,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407244,1008,STUDIO,Available,311.62,174.05,485.66,1644,878267.54,798425.04,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407245,1009,STUDIO,Blocked,311.62,97.09,408.7,1814,815519.98,741381.8,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407246,1010,STUDIO,Blocked,311.62,97.09,408.7,1814,815519.98,741381.8,https://workdrive.zohoexternal.com/external/475786d6f962ea6a681e21dbe7551a00a6367b0c5c0b5cc1e1ebf10e0070bee0/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407247,1011,1 BR,Sold,637,193,830,1389,1281152,1153037,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407248,1012,2 BR,Available,849.92,417.21,1267.12,1389,1936032.65,1760029.68,https://workdrive.zohoexternal.com/external/71e6409476c945a06972198a88a2a09f3f5d967883249b00dcec6b7e06798935/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407249,1013,1 BR,Booked - Pending Payment Confirmation,633,155,788,1389,1216594,1094935,https://workdrive.zohoexternal.com/external/3045aca464a9765060aa8f88eba998866afce38099ecdab8b88ba86ad64a9a95/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407250,1014,1 BR,Sold,637,193,830,1389,1281569,1153412,https://workdrive.zohoexternal.com/external/0e08cb3d1543503dcaab939480e89f86d7397f59c4dfaf639ca096acd45b7e98/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407251,1015,1 BR,Sold,637,194,831,1389,1282402,1154162,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407252,1016,1 BR,Booked - Pending Payment Confirmation,631,191,822,1389,1267863,1141077,https://workdrive.zohoexternal.com/external/0f3266281bc52fb1ca6f7c5c97286f856e3680d69535a86ffcdaa300d2e0dd48/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407253,1017,2 BR,Available,1010.19,619.57,1629.76,1264,2266018.3,2060016.64,https://workdrive.zohoexternal.com/external/9cab7bfc967d7b6ec479459f8e83a5627dcefa28073466d0949a1d90d6241177/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407254,1018,2 BR,Available,867.46,703.85,1571.31,1539,2660070.7,2418246.09,https://workdrive.zohoexternal.com/external/60084b3c632b959428194ef9ceb50329ca016f57d9fa02d85e3cb7209bc266a3/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407255,1019,1 BR,Available,636.36,196.76,833.12,1564,1433299.65,1302999.68,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407256,1101,1 BR,Available,638.08,196.66,834.74,1622,1489343.11,1353948.28,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407257,1102,1 BR,Blocked,633.35,193.97,827.31,1622,1476086.5,1341896.82,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407258,1103,STUDIO,Booked - Pending Payment Confirmation,313,97,410,2072,943957,849561,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407259,1104,1 BR,Sold,635,192,827,1622,1489807,1340826,https://workdrive.zohoexternal.com/external/0f3266281bc52fb1ca6f7c5c97286f856e3680d69535a86ffcdaa300d2e0dd48/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407260,1105,2 BR,Sold,1040,318,1357,1597,2408613,2167752,https://workdrive.zohoexternal.com/external/b88642a2e89e3effd1d24279e70ee57992b8dd56964de2d5a702fc20aef21b9b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407261,1106,2 BR,Available,868.32,286.86,1155.18,1397,1775165.11,1613786.46,https://workdrive.zohoexternal.com/external/00e11841cdd9279325dde66e1683f3d058d89d6f7d6f8b3046f855d6256f1729/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407262,1107,STUDIO,Booked - Pending Payment Confirmation,311.72,173.94,485.66,1652,882555.1,802322.9,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407263,1108,STUDIO,Booked - Pending Payment Confirmation,311.62,173.94,485.55,1652,882341.46,802128.6,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407264,1109,STUDIO,Booked - Pending Payment Confirmation,311.62,97.09,408.7,1822,819116.54,744651.4,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407265,1110,STUDIO,Booked - Pending Payment Confirmation,311.62,97.09,408.71,1822,819537.422,745034,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407266,1111,1 BR,Available,634.1,194.07,828.17,1397,1272648.84,1156953.49,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407267,1112,1 BR,Blocked,622.8,179.22,802.02,1397,1232464.13,1120421.94,https://workdrive.zohoexternal.com/external/44f015e69ab511f208c3845d953ae02fe01ea48ccb05cf4f80e30a6f5cd21cab/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407268,1113,2 BR,Available,909.98,725.7,1635.68,1297,2333624.66,2121476.96,https://workdrive.zohoexternal.com/external/679c4093bda67f5ea41983cc3ee06a13e03272b7c3e485e1f20086cadf01dda3/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407269,1114,STUDIO,Sold,313,97,410,1822,821722,747020,https://workdrive.zohoexternal.com/external/a209e635b66d9c2671b1dcadec633ad3c8caad2b39e6a7ed7b0ada767ce1dde6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407270,1115,1 BR,Blocked,633.46,193.86,827.31,1397,1271327.28,1155752.07,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407271,1116,1 BR,Sold,631,191,821,1397,1274824,1147342,https://workdrive.zohoexternal.com/external/0f3266281bc52fb1ca6f7c5c97286f856e3680d69535a86ffcdaa300d2e0dd48/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407272,1117,2 BR,Available,1009.33,322.16,1331.5,1547,2265813.55,2059830.5,https://workdrive.zohoexternal.com/external/b88642a2e89e3effd1d24279e70ee57992b8dd56964de2d5a702fc20aef21b9b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407273,1118,2 BR,Available,864.45,292.35,1156.79,1597,2032132.99,1847393.63,https://workdrive.zohoexternal.com/external/00e11841cdd9279325dde66e1683f3d058d89d6f7d6f8b3046f855d6256f1729/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407274,1119,1 BR,Available,636.58,196.33,832.91,1622,1486078.02,1350980.02,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407275,1201,1 BR,Available,638.3,196.98,835.06,1630,1497262.58,1361147.8,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407276,1202,1 BR,Available,633.35,193.97,827.31,1630,1483366.83,1348515.3,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407277,1203,STUDIO,Booked - Pending Payment Confirmation,313,97,410,2080,947624,852862,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407278,1204,2 BR,Available,867.25,687.06,1554.3,1555,2658630.15,2416936.5,https://workdrive.zohoexternal.com/external/b11e12c664fa0a0dd2fde14ca4de97d70ed709e2b5f21598b8e134f6eeecf35f/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407279,1205,2 BR,Available,1011.38,635.72,1647.09,1505,2726757.5,2478870.45,https://workdrive.zohoexternal.com/external/04ca3945e774f01c7b5dc94f15f33620352aa7735846001d7fd870b74dea5a97/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407280,1206,1 BR,Available,626.78,193,819.78,1405,1266969.99,1151790.9,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407281,1207,STUDIO,Blocked,311.72,173.94,485.67,1660,886833.42,806212.2,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
